citizenid,total_property_owned,years_at_current_address,zipcode,address
93270,1,7,77820,"310 Bryant Roads Suite 284, Kevinhaven, WV 77820"
57751,4,4,91342,"973 John Square Apt. 531, West Janet, KS 91342"
62333,1,4,7166,"888 Charles Alley, New John, MN 07166"
45819,1,6,1882,"2509 Connie Club, New Autumnport, AZ 01882"
66685,2,6,86806,"1679 David Rapid Apt. 993, Davistown, PA 86806"
68218,2,7,85468,"10801 Quinn Parkway, New Johnborough, NY 85468"
75809,1,7,9827,"492 Smith Locks, Hursthaven, KY 09827"
83732,1,3,71367,"9709 Hernandez Lake Apt. 937, North Amberville, TN 71367"
20390,1,8,50591,"PSC 9425, Box 1050, APO AA 50591"
26500,1,10,80371,"042 Rasmussen Meadow, Lake Jasonfort, MT 80371"
15356,1,6,33110,"088 Castro Neck Suite 893, South Sandrachester, WY 33110"
80321,1,7,32416,"57871 Robinson Pike, West Kimberlyland, SD 32416"
43338,8,8,79222,"50480 Johnson Lane, Kennethborough, CT 79222"
60632,1,5,5313,"654 Michele Manors Apt. 874, Lake Brianhaven, NJ 05313"
91978,1,2,51426,"Unit 2643 Box 9960, DPO AA 51426"
50080,1,5,95785,"19588 Guerra Village Apt. 280, East Alexfurt, AK 95785"
47279,1,6,28293,"03454 Rodriguez Corner Apt. 532, Esparzaton, VA 28293"
22502,3,6,37313,"68496 Jackson Wall, Lake Barbarafort, FL 37313"
18258,2,5,62661,"5426 Kennedy Parkway, Vincentfort, UT 62661"
33130,4,7,94484,"191 Ashley Knolls Apt. 416, Jessicaport, CT 94484"
18984,2,9,59592,"276 Tracie Hills Apt. 372, Kimburgh, ME 59592"
38353,1,6,43173,"89637 Monica Centers Suite 846, Gregfort, NV 43173"
27487,1,8,24677,"7426 Michael Locks, Schneiderfort, OK 24677"
95699,5,7,9692,"0941 Carlos Mountain Apt. 808, New Michellehaven, CO 09692"
12862,1,8,50586,"352 Guerrero Creek Suite 150, Robertbury, CT 50586"
43107,2,5,22601,"809 Leon Views Suite 139, New Christinaport, SD 22601"
30757,1,5,40739,"95391 Mary Summit, Port Wesleymouth, SC 40739"
13739,1,5,59167,"168 Jason Lakes, Turnertown, VA 59167"
94506,1,5,54510,"4579 Daniel Passage, Youngburgh, MT 54510"
67306,2,8,79224,"PSC 2360, Box 6667, APO AP 79224"
49600,1,5,45779,"652 Brown Shore, West Julie, AL 45779"
52890,2,8,44331,"177 Bennett Manor, Brownhaven, NJ 44331"
19929,1,4,67403,"61137 Baldwin Islands, Turnerland, WV 67403"
56414,0,4,35311,"8446 Desiree Causeway, Susanburgh, AZ 35311"
96347,1,10,91124,"504 Angela Gardens Suite 756, Port Lori, RI 91124"
61152,1,4,16060,"97063 Renee Valleys Apt. 724, Port Rubenport, WY 16060"
76454,1,6,7948,"USCGC Diaz, FPO AE 07948"
91077,1,5,86850,"2100 Thompson Passage Suite 546, Newmanville, NH 86850"
66826,1,10,88319,"6988 Jessica Walks, Barbarafort, CT 88319"
20266,1,8,17243,"4695 Porter Turnpike, South Patrick, ID 17243"
57692,1,7,2351,"USNS Crawford, FPO AE 02351"
90488,1,6,16078,"858 Murphy Causeway, Beasleyborough, MS 16078"
49812,1,3,61899,"3222 Chelsea Ramp Apt. 807, Lake Angelicabury, RI 61899"
18267,4,7,87716,"0655 Costa Motorway, Walkerhaven, WV 87716"
62376,1,7,89404,"94925 Megan Estates, Montgomeryberg, MA 89404"
62118,1,10,43208,"09509 Howard Park, Lake Tanya, CO 43208"
26677,3,5,85979,"41280 Deborah Knolls, Clarkborough, RI 85979"
41458,1,4,63160,"1637 Bobby Isle, New Jose, OH 63160"
79866,1,5,32798,"92129 Gilbert Oval, East Jamesland, CA 32798"
73760,1,7,92941,"76751 Hess Divide Suite 255, Lake Tonychester, AL 92941"
88887,1,1,31383,"Unit 8627 Box 7544, DPO AA 31383"
38497,1,8,11986,"Unit 0021 Box 7862, DPO AP 11986"
32291,1,6,57117,"45669 Allen Branch, Mezaville, VA 57117"
12067,1,7,59057,"262 Matthews Dam, Port Lori, CT 59057"
42568,1,9,28826,"47316 Turner Oval, North Ashleyhaven, TN 28826"
82642,1,10,16340,"0343 Craig Flat, Jamesbury, DE 16340"
50677,1,7,58055,"USNV Williams, FPO AA 58055"
30031,2,8,55118,"7656 Justin Square, West Jesus, AR 55118"
88139,1,8,80998,"4875 Watson Valley Suite 145, New Jenniferstad, WA 80998"
70508,1,7,20398,"Unit 2337 Box 2924, DPO AA 20398"
89009,1,6,51262,"34178 Elizabeth Harbor Suite 795, North Clayton, AK 51262"
61677,1,4,23100,"USS Williams, FPO AP 23100"
56856,1,7,2488,"PSC 2651, Box 9166, APO AA 02488"
97433,1,7,9292,"086 Cummings Lights Suite 832, Martinezmouth, AK 09292"
40971,1,5,62383,"72643 Cathy Trafficway Suite 195, Gouldstad, OR 62383"
85535,1,6,26128,"27450 Cameron Plaza, Lake James, PA 26128"
88329,7,6,5524,"7071 Stephanie Coves, West Richardville, MD 05524"
95296,1,8,51262,"66681 Sean Ports, Lisaport, MO 51262"
59259,1,5,1295,"56080 Tucker Valley Suite 637, West Kevinton, LA 01295"
42505,1,7,88484,"258 Sarah Circle Suite 043, Calebland, NC 88484"
50106,1,5,52593,"USNV Ellison, FPO AA 52593"
51154,1,9,9695,"261 Daniel Curve Apt. 783, North Paul, MD 09695"
35804,1,7,75185,"55709 Chase Cliffs, Fieldsshire, CO 75185"
79281,1,6,15581,"8940 Patterson Neck, West Emily, SC 15581"
23612,1,7,2442,"146 Christopher Station, Kristinside, AL 02442"
89892,1,1,64866,"9237 Hart Loop, Nicolefort, RI 64866"
73599,1,2,93802,"7391 Martin Station Apt. 929, West Jeremyside, WA 93802"
74725,1,5,31097,"7815 Casey Walk Apt. 042, East Lucas, UT 31097"
80534,1,6,59002,"47124 Russell Mount Apt. 563, Lake Johnnyfurt, OR 59002"
91716,3,8,97427,"9282 Villarreal Fort, West Robert, PA 97427"
37240,1,6,26302,"00319 Rebekah Glens Suite 479, Riversfurt, DC 26302"
41023,0,4,80346,"919 Ramirez Ridge Suite 173, Port Kevintown, IN 80346"
27239,7,6,85001,"46743 Valenzuela View Suite 890, Lake Stephen, NY 85001"
21630,4,9,56271,"PSC 0761, Box 6679, APO AE 56271"
45720,1,6,28812,"17521 Ashley Junctions, Lake Amy, ME 28812"
79708,3,4,4743,"61612 Teresa Canyon Suite 332, Millerland, NJ 04743"
47505,5,7,71232,"826 Ashley Brooks, East Jillberg, NC 71232"
31469,1,9,12907,"86881 Wright Crossing Apt. 088, Mcdonaldtown, NJ 12907"
70933,1,4,72069,"7481 Marie Drive Suite 571, West Emily, SC 72069"
60499,1,8,68015,"36056 Sean Garden Apt. 188, Landryfurt, FL 68015"
74739,2,6,90145,"121 Gabrielle Lodge Apt. 364, Garciamouth, DC 90145"
17574,1,1,85382,"68393 James Lodge Apt. 514, Scottstad, SD 85382"
77626,7,10,19196,"167 Taylor Mall Apt. 393, Newmanville, MA 19196"
84472,6,6,85767,"PSC 1717, Box 1966, APO AE 85767"
44741,1,4,55090,"113 Christopher Parkways Suite 806, Norrisfurt, ME 55090"
50051,1,8,32345,"8172 Richards River, Phillipsburgh, IL 32345"
86305,1,5,69896,"728 Lewis Union Apt. 467, Port Karla, ID 69896"
34742,1,10,81150,"50844 Walters Pass, Lake Tina, VA 81150"
36848,1,8,95066,"1273 Rivas Shoal, Port Matthewton, PA 95066"
18649,1,4,38095,"542 Martinez Harbors Apt. 459, Lopezborough, WI 38095"
15504,1,7,21979,"USCGC Spencer, FPO AE 21979"
45610,1,8,32113,"USNV Haney, FPO AP 32113"
50971,1,2,34061,"5120 James Haven, Port Robertmouth, KS 34061"
51179,3,6,11853,"24321 Steven Freeway, South Danielbury, KY 11853"
42717,1,7,28314,"4861 Gina Grove Apt. 540, Nicholasport, VT 28314"
58342,1,5,6285,"475 Salazar Place Suite 308, West Brian, RI 06285"
76301,2,7,67210,"008 John Fork, East Mark, IL 67210"
16115,4,7,19677,"671 Nicholas Streets, Ericburgh, WA 19677"
27789,1,9,77518,"37384 William Coves, Lake Kyle, MS 77518"
28015,1,10,91137,"USNS Hughes, FPO AA 91137"
13043,1,7,72792,"49297 Sarah Port Apt. 327, East Jennahaven, TN 72792"
94049,1,7,26411,"174 Williams Stream, Lake Anthonyside, TX 26411"
86147,1,5,10113,"PSC 8773, Box 7531, APO AA 10113"
85815,1,6,88899,"07245 Ashley Mountain, Lake Anthonyhaven, FL 88899"
36939,1,7,2299,"32957 Bell Bridge Apt. 394, North Antonio, AK 02299"
74201,1,2,59130,"71107 Katherine Views, Michaelport, IL 59130"
47101,1,8,53766,"28431 James Square Apt. 323, Josephborough, SC 53766"
16086,1,9,77619,"091 Berg Skyway Apt. 562, Lake Jacquelineview, NE 77619"
94770,1,4,88482,"7016 Jones Ports Suite 400, Guzmanstad, OK 88482"
57747,1,10,15143,"155 Mark Dale Suite 996, Lake Kurtborough, CO 15143"
12934,0,1,61389,"48100 Anna Trail, Tiffanystad, NJ 61389"
32552,1,5,3321,"1645 Hopkins Brook Suite 969, Lake Hannahberg, DC 03321"
13324,1,6,5089,"307 Steele Roads, Kimberlymouth, NH 05089"
90410,9,7,64220,"8553 Swanson Valley, South Matthew, SD 64220"
78782,1,10,8011,"PSC 9274, Box 2615, APO AP 08011"
89619,4,6,77043,"9894 Edward Haven Suite 170, Kevinfurt, AK 77043"
94902,1,9,83600,"837 Stanley Streets, West Allen, TN 83600"
92005,1,7,24207,"76897 Jeffrey Stream Apt. 639, Troyville, RI 24207"
62753,1,3,23375,"109 Moore Common, New Karifort, UT 23375"
88163,2,6,51787,"5304 Lisa Court Apt. 525, Richardsonberg, DE 51787"
92404,1,7,45418,"Unit 4755 Box 3646, DPO AE 45418"
20388,1,6,24969,"22440 Murphy Springs Apt. 801, East Matthewburgh, NY 24969"
23062,5,9,53394,"4434 Colon Squares Suite 802, Sheriberg, NV 53394"
69621,1,6,11748,"690 Phillips Extensions Apt. 571, Hallhaven, ID 11748"
20709,1,3,93395,"90052 Seth Corners, Davischester, OK 93395"
43900,1,10,68804,"12557 Danielle Tunnel, Hendersonmouth, UT 68804"
97008,1,9,56150,"7009 Mary Forest, South Brandichester, DE 56150"
59911,5,7,20042,"698 Collins Knolls Suite 519, Devinland, FL 20042"
39168,1,5,17669,"02162 Brennan Land, Bradleyport, VA 17669"
17560,1,8,23020,"1021 Ricardo Estates, North Jason, ME 23020"
71236,1,4,93508,"Unit 2468 Box 5185, DPO AE 93508"
41373,1,6,34341,"480 Barnes Vista Suite 076, New Jesusside, CT 34341"
21456,1,6,47185,"735 Robert Underpass Suite 580, Port Susantown, VT 47185"
92922,2,5,68067,"7641 Young Streets, New Robert, OH 68067"
91472,6,4,22095,"USS Willis, FPO AA 22095"
10606,1,7,87229,"49687 Smith Landing Apt. 034, Lake Rachelstad, MS 87229"
42656,1,4,31631,"8387 Curtis Avenue Apt. 397, Keithton, OH 31631"
11775,1,8,3845,"1627 Jordan Lodge Apt. 070, Davilaton, NJ 03845"
92184,1,8,23447,"5606 Angela Plaza Apt. 209, Danamouth, MA 23447"
50762,1,10,18181,"04232 Johnson Highway, New Katherine, MI 18181"
18692,1,3,71443,"04983 Wolf Squares, New Benjamin, TX 71443"
13581,4,8,97594,"6824 Crystal Ports Suite 955, West Jayberg, MI 97594"
59870,1,5,59964,"66274 Cook Lane, North Jackbury, RI 59964"
77213,1,4,52193,"20000 Annette Shoals, West Brandy, IA 52193"
13197,1,2,68580,"01622 Gomez Creek Suite 435, Haydenside, MI 68580"
29249,1,10,96715,"47770 David Rest, Lauraview, KS 96715"
37502,1,8,63439,"Unit 2773 Box 2369, DPO AP 63439"
66355,1,6,6778,"9074 Michael Run Suite 574, East Micheleville, ME 06778"
35047,1,10,41050,"631 Sellers Turnpike, Chapmantown, WA 41050"
97319,4,5,12316,"9140 Cameron Knoll, Markton, MD 12316"
66927,4,6,60326,"Unit 5126 Box 0866, DPO AP 60326"
99228,1,7,74328,"781 Kathy Centers, South Kimberlyberg, ME 74328"
93727,1,7,34138,"919 Calderon Groves, Lake Gregory, CT 34138"
67952,1,7,19398,"747 Linda Prairie Apt. 745, New Emilyburgh, MN 19398"
66069,1,8,93793,"4806 Zachary Rapids, West Lori, IL 93793"
63083,1,7,94964,"97925 Lewis Vista Apt. 552, New Deborah, DC 94964"
79739,1,4,77824,"7742 Lori Club, Danielfurt, VA 77824"
93841,1,7,84440,"1365 Howard Street, Lake Ashleyfurt, TN 84440"
27917,2,5,58602,"84217 Donna Corners, Thompsonville, DC 58602"
71551,4,8,80464,"0262 Andrew Burgs, Lake Shannon, KS 80464"
23985,1,8,52355,"198 Rice Island Suite 898, East Jermaineville, MN 52355"
40060,1,7,22396,"25908 Martin Shoals, New Peterland, GA 22396"
88783,2,5,84941,"6468 James Key, South Morganburgh, MS 84941"
47888,1,5,25769,"0860 Wood Shore Suite 206, South Elizabeth, MT 25769"
71658,1,8,86947,"4955 Lisa Parkways, Kyleshire, WA 86947"
74025,1,9,97498,"326 Laura Club Apt. 824, Leonland, MO 97498"
36506,1,8,73613,"1589 Gross Flat, Prattborough, OH 73613"
37832,1,5,57164,"9224 Paul Fort, Port Shelley, LA 57164"
52086,1,7,4309,"1164 Brown Summit Apt. 594, Cherylside, TX 04309"
40780,1,3,83753,"192 Scott Ranch Suite 647, South Tammybury, NE 83753"
21997,1,8,17913,"Unit 0306 Box 2680, DPO AP 17913"
58819,1,6,47032,"075 Thornton Radial, New Marcusside, NV 47032"
55332,1,5,91294,"6313 Bradley Highway, South Linda, LA 91294"
27398,1,2,61376,"27732 Wayne Well, Grahammouth, TX 61376"
65955,7,7,41483,"31062 Cole Ports, New Donald, VT 41483"
76217,2,7,97134,"34095 Stacey Flats Apt. 526, South Brianaton, WY 97134"
58549,2,7,99116,"2203 Tyler Mountains Suite 098, West Rachel, ND 99116"
86177,1,5,71760,"949 Margaret Ways, New Matthewchester, NM 71760"
73187,1,6,71842,"97954 Logan Centers Suite 861, Santoschester, DE 71842"
27470,1,7,15259,"276 Dillon Pass, Sarahbury, KS 15259"
94901,1,3,93321,"217 Cynthia Mountain Apt. 432, New Nicholas, TX 93321"
65446,1,7,78315,"USS Sanchez, FPO AA 78315"
45656,2,5,15001,"48970 Allen Centers Apt. 566, Cruzfort, ND 15001"
34078,1,6,47643,"Unit 3152 Box 5719, DPO AP 47643"
55209,1,7,53326,"26278 Quinn Street Suite 934, East Michelleside, LA 53326"
66029,1,8,81224,"39957 Michael Manor, New Jeffreybury, AL 81224"
34971,6,5,16848,"5945 Nicholas Roads, Kendraview, IL 16848"
66008,1,10,57680,"738 David Pine, North Toni, ME 57680"
69897,2,9,46074,"82294 Ronald Union Suite 329, Donnaton, NV 46074"
20586,1,5,65956,"89005 Jones Orchard Suite 165, Lesliemouth, KS 65956"
79230,1,9,22829,"2896 Pope Manor, North Jason, MN 22829"
84216,10,8,54660,"0508 Snyder Plains Suite 126, Fischermouth, CO 54660"
41102,1,7,38263,"34786 Richard Turnpike, Payneport, SC 38263"
75390,1,5,35037,"2243 Jones Hollow Suite 749, West James, MN 35037"
56317,1,1,7140,"459 Jason Shore, Andrewstad, CT 07140"
36612,1,9,89311,"6125 Gonzalez Lodge, West Brittanychester, MA 89311"
91293,1,8,6889,"36718 Matthews Lakes Apt. 333, Andersonhaven, RI 06889"
12455,1,9,80917,"6863 Riggs Forks Apt. 890, Brianfurt, OR 80917"
66952,4,10,58291,"40397 Edward Crossing Apt. 030, South Colleen, DE 58291"
96867,1,5,18760,"9577 Dunn Shoal Suite 475, West Maureenburgh, MA 18760"
61172,1,5,89147,"849 Patricia Dale Suite 328, East Michael, AK 89147"
16634,6,5,64964,"835 Nichols Road, Lake Tiffanyborough, MN 64964"
81166,5,4,19615,"9930 Jared Square, East Margaret, NE 19615"
76598,1,7,13142,"14423 Smith Manor Suite 615, South Aaron, MD 13142"
59628,1,7,58855,"USNV Hughes, FPO AA 58855"
95863,1,4,29507,"967 Jackson Ridge, Kellerside, CO 29507"
70280,2,7,5321,"2800 Lin Neck Suite 230, Lake Kathleenchester, MN 05321"
15200,1,5,5919,"63599 Mcneil Shoal Apt. 372, West Vanessabury, ND 05919"
89020,1,6,72294,"922 Johnston Mill Apt. 362, Russellmouth, CT 72294"
42477,1,10,99591,"724 William Skyway, Annmouth, DC 99591"
65433,1,10,90515,"8316 Moore Squares Apt. 665, Vasquezshire, ME 90515"
46398,1,6,73764,"5539 Stephens Branch, Lake Howard, PA 73764"
89039,1,4,57952,"894 Mary Junctions, Wilcoxport, ID 57952"
52693,1,5,4393,"1025 James Mall, Jasonmouth, ME 04393"
86813,2,7,79672,"6767 Daniel Bridge, Port Travis, NE 79672"
56481,1,6,14059,"75055 Brown Groves, Garnerchester, WA 14059"
34454,3,4,82139,"84973 Benton Summit, East Dawn, RI 82139"
32046,1,4,93999,"688 Foster Fords Suite 661, West Sara, VT 93999"
29744,1,6,30849,"219 Alexandria Square, Crystalchester, ID 30849"
34552,4,8,62278,"PSC 3390, Box 4771, APO AE 62278"
14592,5,7,76884,"7054 Reynolds Ferry, Thompsonhaven, AK 76884"
56577,1,6,12431,"8513 Joel Pass Apt. 349, East Aprilstad, CT 12431"
11113,1,8,87598,"6705 Bailey Walks Apt. 787, South Andrew, AK 87598"
56934,1,4,26522,"168 Harris Meadows Suite 047, Hayesfort, SC 26522"
27935,1,7,63204,"7291 Ryan Roads, Lake Alexville, MA 63204"
97103,1,7,36658,"49600 Powers Ridge, Port Laurie, NE 36658"
10409,1,10,3440,"475 Ayala Summit Suite 474, South Kevin, CO 03440"
31864,1,6,1095,"3819 Colton Oval Suite 088, Tranberg, NY 01095"
11808,1,7,27297,"2537 Hughes Rest Apt. 945, Williambury, WA 27297"
83038,1,5,13085,"Unit 6034 Box 8578, DPO AE 13085"
47887,1,6,7767,"95937 Russell Cliffs Suite 900, Deborahport, ID 07767"
73105,1,6,52485,"03070 Jennifer Extension, South David, AL 52485"
94740,1,8,32705,"5340 Amanda Estates, Lake Brandonshire, AK 32705"
52105,2,7,97918,"2097 Anderson Spring, New Josephstad, MD 97918"
22217,1,7,64867,"PSC 8207, Box 9110, APO AA 64867"
46256,1,5,30475,"435 Rhonda Estates, North Stephanie, CA 30475"
76426,1,10,80011,"4002 Hull Avenue Apt. 836, North Elizabeth, WV 80011"
88787,2,10,42305,"918 Linda Ramp Apt. 883, New Petermouth, NH 42305"
26158,1,5,3285,"4845 Oscar Course, Danielville, OH 03285"
17094,1,7,38005,"41925 Shelley Shoal Apt. 823, Gravesburgh, CA 38005"
66328,1,5,46658,"362 Jones Dale, Campbellview, NV 46658"
54125,1,10,40210,"14726 Ashlee Lodge Suite 835, Jamestown, ME 40210"
95844,2,8,76408,"9020 Nguyen River Suite 247, South Jessicamouth, KS 76408"
61131,1,6,25551,"44256 Flynn Trail, Justinbury, OK 25551"
39213,1,7,6516,"810 Norris Throughway Apt. 071, Veronicachester, MT 06516"
11143,1,5,4599,"0267 Riddle Creek, Owensfort, IL 04599"
53379,1,7,86143,"733 Isaiah Flats Suite 995, North Autumn, SC 86143"
87476,1,9,95229,"748 Gutierrez Port, Patrickfurt, MN 95229"
22764,0,4,6903,"004 Douglas Flats Apt. 926, Kristenborough, MI 06903"
80226,1,4,64573,"225 Ruiz Cliff, Collinsshire, AZ 64573"
89589,2,6,34862,"8574 Lamb Green Apt. 718, East Aprilbury, GA 34862"
66433,1,10,12778,"17267 Marcus Keys Apt. 299, East Sherrymouth, RI 12778"
93740,1,7,21289,"4298 Mccoy Lights, New Christopherchester, UT 21289"
41620,10,8,76749,"87387 Randy Valleys, Alexanderfurt, SC 76749"
96000,1,6,86126,"05194 David Greens Suite 086, Port Tara, LA 86126"
17512,1,9,7542,"7890 Morris Port, Thompsonton, VA 07542"
47422,1,3,77353,"1669 Ortiz Turnpike Suite 298, New Jessicabury, NH 77353"
64763,1,10,95328,"797 Eric Hill, New Virginiabury, KY 95328"
67710,1,6,2866,"4878 Kelsey Mountain, New Meganshire, HI 02866"
15561,1,6,35613,"PSC 7184, Box 6221, APO AA 35613"
52450,4,6,39797,"4196 Pratt Flat Suite 826, Traceyfort, IN 39797"
89081,1,9,84115,"82880 Duane Wells, Duncanport, IN 84115"
89328,1,9,86253,"482 Zimmerman Grove, Lake Helen, DC 86253"
19131,3,7,11516,"9587 Fisher Isle Suite 256, Lake Sean, AL 11516"
91850,1,7,75113,"237 Scott Crossroad Apt. 921, Lisafurt, KS 75113"
33134,1,5,7892,"78873 Wilkinson Plains, Bonnieview, WY 07892"
84833,1,7,88567,"PSC 8800, Box 1258, APO AA 88567"
39576,1,6,32653,"805 Jermaine Valley, West Anthonystad, CT 32653"
39324,2,10,25966,"541 Mata Ranch Apt. 890, Englishmouth, ND 25966"
59384,1,5,77320,"02241 William Mountains Suite 742, Garyberg, PA 77320"
36185,1,10,68528,"3833 Russell Oval, Christopherview, VA 68528"
55821,3,6,20942,"625 John Neck Apt. 987, Lake Lisahaven, AZ 20942"
89283,2,9,70115,"USNV Strickland, FPO AP 70115"
76747,1,7,80199,"34613 Montoya Lights Suite 960, New Edwardfurt, NE 80199"
11492,1,6,4319,"PSC 2865, Box 9517, APO AE 04319"
46228,5,6,66668,"9003 Solomon Ford, East Nicholas, CO 66668"
90715,3,7,12118,"25717 Jennifer Loop, Allisonhaven, FL 12118"
13943,1,7,17019,"84619 Baldwin Rapids, North Cynthia, WV 17019"
83357,1,8,3876,"7495 Burke Vista Suite 126, Lake Taraburgh, UT 03876"
97981,1,4,73712,"61032 Moss Meadows Apt. 845, East Daniel, KS 73712"
79367,1,2,75847,"PSC 7399, Box 2072, APO AE 75847"
98792,1,5,98945,"4112 Gregory Trafficway Suite 775, North Timothy, NH 98945"
74135,1,7,26514,"27679 Turner Rest, Albertview, MT 26514"
49559,2,6,93351,"688 Suarez Heights Apt. 854, Edwinstad, HI 93351"
31932,3,7,98142,"12864 Antonio Hill, Matthewmouth, LA 98142"
52977,1,10,34857,"5326 Taylor Spur, North Nancy, KY 34857"
92101,1,3,45285,"41594 Katherine Stream Apt. 319, North Hannahbury, NH 45285"
47395,1,5,72547,"838 Gallegos Alley Apt. 112, West Sarah, ND 72547"
98910,1,7,74077,"3456 Parker Lodge, Nicoleport, VA 74077"
56869,1,6,58818,"093 Peterson Prairie, North Robertoberg, MN 58818"
64015,1,6,60943,"04980 Macdonald Loop Apt. 012, Melvinton, RI 60943"
35646,1,4,44819,"751 Pamela Glen Suite 635, Port Joshua, WY 44819"
82773,1,9,13645,"27602 Compton Terrace, North Sharon, VA 13645"
25293,1,10,21385,"469 Calderon Islands, Hoffmanstad, IL 21385"
49162,1,6,38752,"1841 Danielle Haven Apt. 946, Salinasstad, TX 38752"
47005,9,7,12188,"6459 Freeman Street Apt. 644, Montgomeryshire, ME 12188"
45789,1,8,38556,"0344 Catherine Spur, North John, OH 38556"
21412,1,6,20622,"40836 Santos Crescent Suite 047, Lake Mark, ME 20622"
50193,1,7,51825,"15101 Christina Ferry Suite 863, West Tylerstad, MN 51825"
18342,3,5,90285,"868 Tina Lights, Benjaminside, OH 90285"
40135,1,5,79326,"29442 Robinson Camp Suite 661, Kevinborough, NH 79326"
25970,2,9,89409,"3583 Christopher Spurs, Carolport, WV 89409"
86913,6,10,23992,"57424 Ross Light, New Charles, GA 23992"
78265,1,7,2952,"277 Herrera Tunnel, South Theresabury, ID 02952"
28158,1,4,61985,"606 Hartman Route, New Alyssa, CT 61985"
91013,1,5,22152,"803 Kirsten Gateway Suite 764, Lake Patriciatown, MI 22152"
59929,1,8,57581,"2053 Greer Common, Christopherstad, ND 57581"
72346,1,8,38512,"356 Obrien Port Suite 053, New Terriborough, DC 38512"
83117,1,8,6782,"783 Richardson Lake, East Sarah, NH 06782"
80223,0,3,38385,"0507 Hernandez Well Apt. 014, Kevinmouth, OK 38385"
22870,10,10,13484,"581 Mcguire Drive, Port Nicoleborough, AZ 13484"
83540,1,8,7964,"12495 Richard Ferry, Frederickshire, OR 07964"
20337,1,8,66932,"46377 Mata Crest, Port Mandy, RI 66932"
50456,1,7,6055,"40633 Reid Way Suite 655, North Derrick, RI 06055"
90324,1,4,63510,"4836 Baker Plaza Suite 875, West Morganland, NV 63510"
34939,2,6,40605,"06367 Brandon Shores Apt. 633, Patelborough, KY 40605"
10859,1,6,55668,"6972 Edwards Trail, West Cynthiachester, CO 55668"
55317,1,5,28103,"USS Green, FPO AP 28103"
98740,1,7,50972,"37997 Harold Junctions Suite 848, Foxside, VT 50972"
60186,1,7,71431,"738 Williams Land Suite 931, East Luisville, NJ 71431"
37874,2,9,85763,"871 Crosby Streets, Potterborough, WA 85763"
43566,1,4,58078,"72476 Case Road, South Cynthia, VA 58078"
16965,1,9,89595,"9988 Nelson Prairie Apt. 859, Greenhaven, RI 89595"
19681,1,8,42416,"576 David Station, Christopherburgh, CA 42416"
15475,1,6,32475,"098 Donna Skyway Suite 136, Port Daniellehaven, FL 32475"
83736,1,5,2729,"52879 Best Lane, Stewarttown, RI 02729"
25676,1,6,87243,"05403 Christopher Roads Apt. 279, Yorkhaven, ME 87243"
